10000025,7.0
10000026,91.0
10000028,7.0
10000045,215.0
10000046,310.0
10000047,215.0
10000049,62.0
10000156,356.0
10000161,31.0
10000163,61.0
10000177,7.0
10000178,91.0
10000179,7.0
10000191,7.0
10000192,31.0
10000195,14.0
10000196,31.0
10000206,184.0
10000215,31.0
10000247,184.0
10000278,7.0
10000284,61.0
10000287,184.0
10000291,3.0
10000296,61.0
10000301,61.0
10000304,14.0
10000316,61.0
10000319,61.0
